State,City,Accommodation_Daily,Food_Daily,Transport_Daily,Expenditure_Daily,Description,Image_URL,Rating,Distance_Hub,Travel_Type,Local_Dish
Sabah,Sabah District 11,151,67,26,50,A beautiful spot in Sabah perfect for Adventure.,https://picsum.photos/seed/Sabah11/400/250,3.5,53,Nature,Nasi Lemak
Sabah,Sabah District 12,167,120,60,50,A beautiful spot in Sabah perfect for Modern.,https://picsum.photos/seed/Sabah12/400/250,3.9,28,Nature,Char Kway Teow
Sabah,Sabah District 13,257,75,65,50,A beautiful spot in Sabah perfect for Foodie.,https://picsum.photos/seed/Sabah13/400/250,4.6,32,Foodie,Char Kway Teow
Sabah,Sabah District 14,349,92,24,50,A beautiful spot in Sabah perfect for Leisure.,https://picsum.photos/seed/Sabah14/400/250,3.6,136,Leisure,Char Kway Teow
Sabah,Sabah District 15,153,115,44,50,A beautiful spot in Sabah perfect for Leisure.,https://picsum.photos/seed/Sabah15/400/250,3.5,10,Adventure,Nasi Lemak
Sabah,Sabah District 16,96,69,76,50,A beautiful spot in Sabah perfect for Nature.,https://picsum.photos/seed/Sabah16/400/250,3.8,8,Nature,Char Kway Teow
Sabah,Sabah District 17,108,49,70,50,A beautiful spot in Sabah perfect for Nature.,https://picsum.photos/seed/Sabah17/400/250,5.0,87,Foodie,Cendol
Sabah,Sabah District 18,362,110,31,50,A beautiful spot in Sabah perfect for Leisure.,https://picsum.photos/seed/Sabah18/400/250,4.2,122,Adventure,Cendol
Sabah,Sabah District 19,146,111,23,50,A beautiful spot in Sabah perfect for Adventure.,https://picsum.photos/seed/Sabah19/400/250,4.2,48,Modern,Satay
Sabah,Sabah District 20,391,50,36,50,A beautiful spot in Sabah perfect for Nature.,https://picsum.photos/seed/Sabah20/400/250,4.0,45,Nature,Satay
Sabah,Sabah District 21,183,96,47,50,A beautiful spot in Sabah perfect for Modern.,https://picsum.photos/seed/Sabah21/400/250,3.9,70,Foodie,Laksa
Sabah,Sabah District 22,133,46,56,50,A beautiful spot in Sabah perfect for Adventure.,https://picsum.photos/seed/Sabah22/400/250,4.3,130,Foodie,Char Kway Teow
Sabah,Sabah District 23,181,88,12,50,A beautiful spot in Sabah perfect for Adventure.,https://picsum.photos/seed/Sabah23/400/250,4.4,126,Nature,Cendol
Sabah,Sabah District 24,356,47,77,50,A beautiful spot in Sabah perfect for History.,https://picsum.photos/seed/Sabah24/400/250,4.5,55,Modern,Satay
Sabah,Sabah District 25,398,70,55,50,A beautiful spot in Sabah perfect for Leisure.,https://picsum.photos/seed/Sabah25/400/250,4.9,49,Foodie,Nasi Lemak
Sabah,Sabah District 26,90,72,36,50,A beautiful spot in Sabah perfect for Adventure.,https://picsum.photos/seed/Sabah26/400/250,3.8,57,Nature,Char Kway Teow
Sabah,Sabah District 27,321,71,13,50,A beautiful spot in Sabah perfect for Foodie.,https://picsum.photos/seed/Sabah27/400/250,4.0,29,Modern,Roti Canai
Sabah,Sabah District 28,385,41,79,50,A beautiful spot in Sabah perfect for Adventure.,https://picsum.photos/seed/Sabah28/400/250,3.8,4,Foodie,Nasi Lemak
Sabah,Sabah District 29,184,59,78,50,A beautiful spot in Sabah perfect for Leisure.,https://picsum.photos/seed/Sabah29/400/250,4.4,75,Foodie,Nasi Lemak
Sarawak,Sarawak District 1,390,118,19,50,A beautiful spot in Sarawak perfect for History.,https://picsum.photos/seed/Sarawak1/400/250,3.6,63,Foodie,Char Kway Teow
Sarawak,Sarawak District 2,346,45,52,50,A beautiful spot in Sarawak perfect for Foodie.,https://picsum.photos/seed/Sarawak2/400/250,4.0,3,Leisure,Char Kway Teow
Sarawak,Sarawak District 3,86,112,63,50,A beautiful spot in Sarawak perfect for Modern.,https://picsum.photos/seed/Sarawak3/400/250,5.0,51,Nature,Laksa
Sarawak,Sarawak District 4,189,33,70,50,A beautiful spot in Sarawak perfect for Modern.,https://picsum.photos/seed/Sarawak4/400/250,3.8,2,History,Roti Canai
Sarawak,Sarawak District 5,229,67,28,50,A beautiful spot in Sarawak perfect for Leisure.,https://picsum.photos/seed/Sarawak5/400/250,3.8,100,Leisure,Nasi Lemak
Sarawak,Sarawak District 6,286,113,65,50,A beautiful spot in Sarawak perfect for Leisure.,https://picsum.photos/seed/Sarawak6/400/250,4.4,129,Foodie,Char Kway Teow
Sarawak,Sarawak District 7,324,70,74,50,A beautiful spot in Sarawak perfect for Modern.,https://picsum.photos/seed/Sarawak7/400/250,3.7,87,Nature,Roti Canai
Sarawak,Sarawak District 8,86,60,18,50,A beautiful spot in Sarawak perfect for Modern.,https://picsum.photos/seed/Sarawak8/400/250,3.8,116,Foodie,Cendol
Sarawak,Sarawak District 9,62,95,76,50,A beautiful spot in Sarawak perfect for Modern.,https://picsum.photos/seed/Sarawak9/400/250,3.9,88,Adventure,Satay
Sarawak,Sarawak District 10,249,97,28,50,A beautiful spot in Sarawak perfect for Modern.,https://picsum.photos/seed/Sarawak10/400/250,3.5,73,Modern,Roti Canai
Sarawak,Sarawak District 11,399,62,58,50,A beautiful spot in Sarawak perfect for Foodie.,https://picsum.photos/seed/Sarawak11/400/250,4.3,111,Adventure,Satay
Sarawak,Sarawak District 12,72,98,66,50,A beautiful spot in Sarawak perfect for Adventure.,https://picsum.photos/seed/Sarawak12/400/250,3.9,105,Leisure,Satay
Sarawak,Sarawak District 13,101,60,37,50,A beautiful spot in Sarawak perfect for History.,https://picsum.photos/seed/Sarawak13/400/250,3.9,147,Modern,Cendol
Sarawak,Sarawak District 14,219,83,35,50,A beautiful spot in Sarawak perfect for History.,https://picsum.photos/seed/Sarawak14/400/250,3.5,57,History,Laksa
Sarawak,Sarawak District 15,400,92,79,50,A beautiful spot in Sarawak perfect for Foodie.,https://picsum.photos/seed/Sarawak15/400/250,4.6,88,History,Roti Canai
Sarawak,Sarawak District 16,200,38,15,50,A beautiful spot in Sarawak perfect for History.,https://picsum.photos/seed/Sarawak16/400/250,3.8,58,Adventure,Char Kway Teow
Sarawak,Sarawak District 17,56,77,14,50,A beautiful spot in Sarawak perfect for Nature.,https://picsum.photos/seed/Sarawak17/400/250,4.4,85,Foodie,Roti Canai
Sarawak,Sarawak District 18,283,114,32,50,A beautiful spot in Sarawak perfect for Modern.,https://picsum.photos/seed/Sarawak18/400/250,3.7,49,Modern,Laksa
Sarawak,Sarawak District 19,170,84,61,50,A beautiful spot in Sarawak perfect for Nature.,https://picsum.photos/seed/Sarawak19/400/250,3.9,102,History,Roti Canai
Sarawak,Sarawak District 20,299,74,26,50,A beautiful spot in Sarawak perfect for History.,https://picsum.photos/seed/Sarawak20/400/250,3.5,143,Nature,Cendol
Sarawak,Sarawak District 21,118,64,73,50,A beautiful spot in Sarawak perfect for Foodie.,https://picsum.photos/seed/Sarawak21/400/250,4.7,140,Modern,Roti Canai
Sarawak,Sarawak District 22,308,49,76,50,A beautiful spot in Sarawak perfect for History.,https://picsum.photos/seed/Sarawak22/400/250,3.8,79,Adventure,Roti Canai
Sarawak,Sarawak District 23,131,58,43,50,A beautiful spot in Sarawak perfect for History.,https://picsum.photos/seed/Sarawak23/400/250,4.7,46,Adventure,Nasi Lemak
Sarawak,Sarawak District 24,109,35,16,50,A beautiful spot in Sarawak perfect for History.,https://picsum.photos/seed/Sarawak24/400/250,4.2,118,Foodie,Char Kway Teow
Sarawak,Sarawak District 25,377,87,34,50,A beautiful spot in Sarawak perfect for Adventure.,https://picsum.photos/seed/Sarawak25/400/250,4.2,119,Leisure,Nasi Lemak
Sarawak,Sarawak District 26,51,30,78,50,A beautiful spot in Sarawak perfect for History.,https://picsum.photos/seed/Sarawak26/400/250,3.7,120,Leisure,Nasi Lemak
Sarawak,Sarawak District 27,105,117,45,50,A beautiful spot in Sarawak perfect for Adventure.,https://picsum.photos/seed/Sarawak27/400/250,4.0,3,Modern,Nasi Lemak
Sarawak,Sarawak District 28,116,31,35,50,A beautiful spot in Sarawak perfect for Modern.,https://picsum.photos/seed/Sarawak28/400/250,4.5,94,Adventure,Cendol
Sarawak,Sarawak District 29,295,104,27,50,A beautiful spot in Sarawak perfect for History.,https://picsum.photos/seed/Sarawak29/400/250,4.2,25,Foodie,Cendol
